rating;lat;lon;commune
4.5;-33.42794413;-70.60453922;Providencia
3.5;-33.41659956;-70.58640207;Las Condes
3.5;-33.44739744;-70.63556806;Santiago
4.5;-33.43139056;-70.64209132;Recoleta
4.5;-33.41547346;-70.6156017;Providencia
4.5;-33.41579496;-70.6041394;Las Condes
4;-33.43305182;-70.61749644;Providencia
3.5;-33.417595;-70.5988809;Las Condes
4;-33.42900927;-70.61862248;Providencia
4;-33.42626484;-70.61726205;Providencia
3.5;-33.43440337;-70.65838672;Santiago
4;-33.44055826;-70.63544807;Santiago
4;-33.4498734;-70.57751883;Ñuñoa
3.5;-33.43796338;-70.64535919;Santiago
4;-33.42398509;-70.60813567;Providencia
4;-33.41950943;-70.59667944;Las Condes
4;-33.42891219;-70.61931338;Providencia
4.5;-33.43325947;-70.62225468;Providencia
4;-33.43263258;-70.63719195;Recoleta
3.5;-33.43309823;-70.62426511;Providencia
3.5;-33.444549;-70.646499;Santiago
4;-33.44025596;-70.65646475;Santiago
3.5;-33.42018864;-70.60993466;Providencia
3.5;-33.43938467;-70.64230723;Santiago
5;-33.42213551;-70.60307264;Providencia
4;-33.42595958;-70.6115284;Providencia
4.5;-33.44414941;-70.62577147;Providencia
4;-33.42395556;-70.61026351;Providencia
4.5;-33.40296599;-70.58431168;Vitacura
4;-33.43694966;-70.63669234;Santiago
4.5;-33.39862742;-70.59790869;Vitacura
4;-33.43263258;-70.63719195;Recoleta
3.5;-33.4490245;-70.66732435;Santiago
3.5;-33.43335757;-70.61980234;Providencia
4.5;-33.42794413;-70.60453922;Providencia
4;-33.43140356;-70.62184742;Providencia
3.5;-33.44138577;-70.64520094;Santiago
4;-33.43722;-70.65002;Santiago
4;-33.43742771;-70.64489733;Santiago
4;-33.42595958;-70.6115284;Providencia
4.5;-33.44414941;-70.62577147;Providencia
4;-33.43800092;-70.64302994;Santiago
4.5;-33.42595958;-70.6115284;Providencia
4;-33.44022;-70.65668;Santiago
4.5;-33.44742325;-70.65364314;Santiago
4.5;-33.43923816;-70.61429367;Providencia
4;-33.43118659;-70.63974939;Recoleta
4;-33.41062515;-70.57188919;Las Condes
4.5;-33.43247958;-70.63719195;Recoleta
3.5;-33.43997402;-70.65359603;Santiago
3.5;-33.43927654;-70.6481044;Santiago
3.5;-33.41939729;-70.59799435;Las Condes
4;-33.42225161;-70.60727033;Providencia
4;-33.41656577;-70.602667;Las Condes
4;-33.44032986;-70.64637591;Santiago
3.5;-33.43957929;-70.64507446;Santiago
4.5;-33.43257226;-70.59108151;Providencia
4;-33.42827557;-70.61221343;Providencia
4;-33.43899358;-70.64465054;Santiago
4;-33.43139744;-70.61633846;Providencia
4.5;-33.42794413;-70.60453922;Providencia
4;-33.40789604;-70.56849229;Las Condes
4;-33.40201191;-70.58206954;Vitacura
4;-33.43773546;-70.64419846;Santiago
3;-33.44315722;-70.64834059;Santiago
3.5;-33.43657111;-70.64494938;Santiago
4.5;-33.41579496;-70.6041394;Las Condes
3;-33.445072;-70.65703736;Santiago
4.5;-33.42900927;-70.61862248;Providencia
4;-33.44089937;-70.6733879;Santiago
4;-33.43118659;-70.63974939;Recoleta
4.5;-33.44025596;-70.65646475;Santiago
4.5;-33.44025596;-70.65646475;Santiago
3.5;-33.41325401;-70.58545787;Las Condes
3.5;-33.43465671;-70.63309904;Providencia
3.5;-33.41223241;-70.56705642;Las Condes
4;-33.42485256;-70.64005179;Recoleta
5;-33.41020719;-70.57213634;Las Condes
4;-33.45107216;-70.62233122;Ñuñoa
4.5;-33.43451312;-70.58872077;Providencia
4.5;-33.43722;-70.65002;Santiago
3.5;-33.42685107;-70.60215306;Providencia
4;-33.42064581;-70.60961458;Providencia
3.5;-33.44182557;-70.62852974;Providencia
4;-33.43319906;-70.60500359;Providencia
4;-33.4333331;-70.62356405;Providencia
4.5;-33.47089049;-70.60018072;Ñuñoa
3.5;-33.43895603;-70.66232662;Santiago
3.5;-33.43722;-70.65002;Santiago
4.5;-33.42794413;-70.60453922;Providencia
3.5;-33.44473328;-70.64835015;Santiago
4;-33.44742325;-70.65364314;Santiago
3;-33.44045714;-70.64216466;Santiago
3.5;-33.447492;-70.63833209;Santiago
4.5;-33.39978567;-70.57497987;Las Condes
3;-33.42392614;-70.61825897;Providencia
3.5;-33.42900927;-70.61862248;Providencia
3.5;-33.44730503;-70.64498556;Santiago
5;-33.43309333;-70.62185707;Providencia
4;-33.41487279;-70.60297767;Las Condes
4;-33.42208058;-70.61404098;Providencia
4.5;-33.42595958;-70.6115284;Providencia
3.5;-33.418341;-70.6028715;Providencia
4.5;-33.43497;-70.62534;Providencia
4;-33.43087282;-70.6224201;Providencia
3.5;-33.43978839;-70.66355637;Santiago
3.5;-33.43722;-70.65002;Santiago
3.5;-33.43092501;-70.63078486;Providencia
3.5;-33.43722;-70.65002;Santiago
3.5;-33.43703777;-70.64775447;Santiago
4.5;-33.41545045;-70.58696136;Las Condes
4;-33.44893645;-70.6311992;Providencia
4.5;-33.416607;-70.61179394;Providencia
4.5;-33.44767364;-70.65347322;Santiago
3.5;-33.44522792;-70.64803076;Santiago
4.5;-33.42505717;-70.61181773;Providencia
4.5;-33.4256989;-70.60339408;Providencia
4;-33.4396459;-70.62923397;Providencia
5;-33.43941084;-70.62808736;Providencia
4.5;-33.41579496;-70.6041394;Las Condes
4.5;-33.44509112;-70.6492566;Santiago
3.5;-33.43855303;-70.63312066;Providencia
4;-33.44022;-70.65668;Santiago
4.5;-33.43820931;-70.66699886;Santiago
4;-33.43662039;-70.64443587;Santiago
4.5;-33.39978567;-70.57497987;Las Condes
4;-33.42401372;-70.61073165;Providencia
4.5;-33.44509911;-70.62831575;Providencia
4;-33.43855035;-70.63493983;Santiago
4.5;-33.46205317;-70.59405718;Ñuñoa
4;-33.43899358;-70.64465054;Santiago
4;-33.43098248;-70.63811799;Recoleta
4.5;-33.43181659;-70.62144692;Providencia
4;-33.43704263;-70.64336557;Santiago
4;-33.42689576;-70.61863057;Providencia
4.5;-33.43379878;-70.63569765;Providencia
4;-33.41487279;-70.60297767;Las Condes
4;-33.42038801;-70.61114175;Providencia
4;-33.42900927;-70.61862248;Providencia
4;-33.42900927;-70.61862248;Providencia
3.5;-33.43796338;-70.64535919;Santiago
4.5;-33.42595958;-70.6115284;Providencia
4.5;-33.43017192;-70.63791794;Recoleta
4.5;-33.44290565;-70.61908213;Providencia
4;-33.42595958;-70.6115284;Providencia
3.5;-33.43707706;-70.65885301;Santiago
4;-33.42849994;-70.60496491;Providencia
4;-33.44025596;-70.65646475;Santiago
4;-33.44343043;-70.64469988;Santiago
4.5;-33.44860566;-70.6435402;Santiago
4;-33.44060393;-70.63304055;Providencia
4.5;-33.42794413;-70.60453922;Providencia
3.5;-33.43899358;-70.64465054;Santiago
4;-33.42894401;-70.60545655;Providencia
4;-33.44566963;-70.6453884;Santiago
4.5;-33.41832394;-70.59795308;Las Condes
5;-33.42401372;-70.61073165;Providencia
4.5;-33.40296599;-70.58431168;Vitacura
4.5;-33.44050911;-70.633153;Providencia
4.5;-33.44420962;-70.60493285;Providencia
3.5;-33.42084681;-70.60947457;Providencia
4.5;-33.44313207;-70.64110564;Santiago
3.5;-33.41076398;-70.57632904;Las Condes
4;-33.44180132;-70.67077773;Santiago
4;-33.44611665;-70.60714332;Ñuñoa
3.5;-33.41647033;-70.60216298;Las Condes
3.5;-33.46275671;-70.65541076;Santiago
4;-33.41522605;-70.60406697;Las Condes
5;-33.42038801;-70.61114175;Providencia
4;-33.41236394;-70.5914061;Las Condes
4.5;-33.39492543;-70.54920744;Las Condes
4;-33.44742325;-70.65364314;Santiago
4;-33.43722;-70.65002;Santiago
5;-33.41933323;-70.55456223;Las Condes
4;-33.444196;-70.62952845;Providencia
4.5;-33.45023409;-70.65468721;Santiago
3.5;-33.44730503;-70.64498556;Santiago
4.5;-33.42900927;-70.61862248;Providencia
4;-33.44767364;-70.65347322;Santiago
4;-33.44893645;-70.6311992;Providencia
4.5;-33.40296599;-70.58431168;Vitacura
4;-33.41654474;-70.59952039;Las Condes
5;-33.44294131;-70.67011704;Santiago
4.5;-33.42401372;-70.61073165;Providencia
3.5;-33.44025596;-70.65646475;Santiago
4;-33.41144255;-70.5802647;Las Condes
4.5;-33.42794413;-70.60453922;Providencia
5;-33.44050911;-70.633153;Providencia
4;-33.45355216;-70.66022183;Santiago
4.5;-33.41232241;-70.56627307;Las Condes
4.5;-33.41144255;-70.5802647;Las Condes
4;-33.41649324;-70.59953913;Las Condes
4.5;-33.44988186;-70.65331332;Santiago
4.5;-33.46693;-70.64873;Santiago
5;-33.43995168;-70.64106779;Santiago
3.5;-33.43095248;-70.6311792;Providencia
4.5;-33.41654474;-70.59952039;Las Condes
4;-33.41522605;-70.60406697;Las Condes
4;-33.42284194;-70.6031771;Providencia
4;-33.44022;-70.65668;Santiago
3;-33.42524617;-70.61174768;Providencia
4;-33.42891219;-70.61931338;Providencia
3.5;-33.43619266;-70.62816693;Providencia
4.5;-33.4562;-70.64698;Santiago
3.5;-33.43899358;-70.64465054;Santiago
5;-33.41654474;-70.59952039;Las Condes
5;-33.45021629;-70.65457359;Santiago
3.5;-33.41656577;-70.602667;Las Condes
4.5;-33.41340749;-70.58623001;Las Condes
3.5;-33.43899358;-70.64465054;Santiago
5;-33.46308;-70.5930705;Ñuñoa
4.5;-33.42794413;-70.60453922;Providencia
5;-33.44299252;-70.66229743;Santiago
3;-33.43749018;-70.64251361;Santiago
5;-33.43703777;-70.64775447;Santiago
3;-33.42413582;-70.61150152;Providencia
5;-33.43796338;-70.64535919;Santiago
4.5;-33.39978567;-70.57497987;Las Condes
4.5;-33.43565732;-70.65586029;Santiago
3;-33.44742325;-70.65364314;Santiago
5;-33.4412805;-70.67601014;Santiago
3.5;-33.41317046;-70.57910083;Las Condes
3;-33.44576957;-70.66002399;Santiago
3.5;-33.43829642;-70.67756949;Santiago
5;-33.40670205;-70.56566374;Las Condes
3.5;-33.43432664;-70.63341997;Providencia
5;-33.4494182;-70.66475339;Santiago
4;-33.44025596;-70.65646475;Santiago
3.5;-33.43899358;-70.64465054;Santiago
4.5;-33.44760126;-70.64368728;Santiago
3.5;-33.44425512;-70.627997;Providencia
3.5;-33.440643;-70.628841;Providencia
4;-33.41827436;-70.61230125;Providencia
4.5;-33.40877846;-70.54046478;Las Condes
4;-33.43296383;-70.61756477;Providencia
3.5;-33.43945137;-70.62808185;Providencia
3;-33.4657215;-70.6764465;Santiago
5;-33.43975566;-70.66380354;Santiago
3;-33.46129056;-70.61858913;Ñuñoa
5;-33.4452772;-70.66818886;Santiago
3.5;-33.43703777;-70.64775447;Santiago
4;-33.4618074;-70.65525686;Santiago
4.5;-33.40296599;-70.58431168;Vitacura
3.5;-33.44206109;-70.6323223;Providencia
5;-33.42570831;-70.61630916;Providencia
3.5;-33.42701609;-70.61777912;Providencia
5;-33.43796338;-70.64535919;Santiago
3.5;-33.41006095;-70.56572323;Las Condes
4.5;-33.42794413;-70.60453922;Providencia
3.5;-33.43280639;-70.61733262;Providencia
3.5;-33.43803074;-70.65691218;Santiago
3;-33.43622361;-70.64443185;Santiago
5;-33.44200771;-70.63292408;Providencia
3;-33.43093477;-70.62235162;Providencia
5;-33.43501468;-70.62830967;Providencia
3;-33.44709609;-70.65248392;Santiago
4.5;-33.44717925;-70.61247651;Ñuñoa
3.5;-33.43097554;-70.62731183;Providencia
4;-33.44218;-70.665;Santiago
3.5;-33.44111081;-70.63397492;Providencia
4;-33.44742325;-70.65364314;Santiago
3.5;-33.4348994;-70.64596219;Santiago
5;-33.42595958;-70.6115284;Providencia
5;-33.43278006;-70.64188592;Recoleta
4;-33.41654474;-70.59952039;Las Condes
5;-33.36918117;-70.5812247;Vitacura
5;-33.44352011;-70.64363662;Santiago
3.5;-33.43703777;-70.64775447;Santiago
5;-33.42229411;-70.60827134;Providencia
4;-33.41175144;-70.58814792;Las Condes
5;-33.44852318;-70.60752976;Ñuñoa
3.5;-33.41350167;-70.5801077;Las Condes
4.5;-33.42794413;-70.60453922;Providencia
3;-33.47457;-70.64655;Santiago
4;-33.43501468;-70.62830967;Providencia
3.5;-33.43322904;-70.65371499;Santiago
3;-33.43797662;-70.64695884;Santiago
3;-33.43286794;-70.64432136;Recoleta
4.5;-33.39978567;-70.57497987;Las Condes
3;-33.41325401;-70.58545787;Las Condes
3;-33.414912;-70.580988;Las Condes
3.5;-33.37502757;-70.5162417;Las Condes
3;-33.44253725;-70.66336597;Santiago
3;-33.45199735;-70.65871257;Santiago
3.5;-33.43796338;-70.64535919;Santiago
4.5;-33.45012613;-70.62055406;Ñuñoa
3;-33.43584179;-70.64727268;Santiago
3.5;-33.44343043;-70.64469988;Santiago
4;-33.43353737;-70.63654245;Recoleta
3.5;-33.41223241;-70.56705642;Las Condes
3.5;-33.43703777;-70.64775447;Santiago
3;-33.4249948;-70.61633985;Providencia
3.5;-33.44576957;-70.66002399;Santiago
3.5;-33.44022;-70.65668;Santiago
3.5;-33.43820707;-70.63488051;Providencia
4;-33.42907552;-70.61183956;Providencia
3.5;-33.44860566;-70.6435402;Santiago
3.5;-33.4376313;-70.66114053;Santiago
5;-33.444486;-70.6678695;Santiago
4;-33.43275973;-70.65317411;Santiago
5;-33.45446954;-70.61631663;Ñuñoa
4;-33.43662332;-70.65458327;Santiago
