rating;lat;lon;commune
4.5;-33.40310002;-70.58467168;Vitacura
4;-33.41874956;-70.60133069;Providencia
5;-33.44668883;-70.62749311;Providencia
4;-33.442039;-70.65263019;Santiago
4;-33.42384406;-70.61287674;Providencia
4;-33.40198478;-70.58031542;Las Condes
4;-33.40198478;-70.58031542;Las Condes
4;-33.39762;-70.59764996;Vitacura
4;-33.42397772;-70.61061015;Providencia
4;-33.40178999;-70.59462484;Vitacura
4.5;-33.42033393;-70.61110619;Providencia
4.5;-33.42660756;-70.61686991;Providencia
5;-33.45286381;-70.621545;Ñuñoa
4;-33.4219999;-70.61110345;Providencia
4;-33.41426362;-70.59851464;Las Condes
3;-33.43925904;-70.66477136;Santiago
4;-33.41640251;-70.60702322;Providencia
4.5;-33.42873981;-70.62001667;Providencia
4;-33.4231619;-70.61285788;Providencia
4.5;-33.43358377;-70.6346313;Providencia
4;-33.4015911;-70.59540348;Vitacura
4;-33.45075663;-70.62382033;Ñuñoa
4;-33.43781739;-70.64418871;Santiago
4.5;-33.4135031;-70.59774315;Las Condes
4;-33.4036557;-70.58574335;Vitacura
4.5;-33.4065664;-70.59884203;Vitacura
4;-33.4446084;-70.66962889;Santiago
4;-33.41477989;-70.58686435;Las Condes
4.5;-33.43746509;-70.64211389;Santiago
4.5;-33.45088551;-70.66706193;Santiago
4;-33.44776365;-70.62557955;Providencia
4;-33.44083135;-70.65069527;Santiago
4.5;-33.446477;-70.62617275;Providencia
4;-33.40623796;-70.55983023;Las Condes
4;-33.40791897;-70.5643561;Las Condes
4.5;-33.41976076;-70.61046337;Providencia
4.5;-33.43388919;-70.63451905;Providencia
4;-33.43664489;-70.64350604;Santiago
4;-33.43701939;-70.61610975;Providencia
4;-33.41417356;-70.60015553;Las Condes
4;-33.45299475;-70.60490075;Ñuñoa
4;-33.38610937;-70.55300534;Vitacura
4;-33.44723574;-70.63120388;Providencia
4;-33.41426362;-70.59851464;Las Condes
4;-33.41400954;-70.60093716;Las Condes
4;-33.43564887;-70.65559454;Santiago
4;-33.43192964;-70.63450349;Providencia
4.5;-33.44910712;-70.63280544;Santiago
4.5;-33.40183072;-70.59459589;Vitacura
4;-33.44114482;-70.66519228;Santiago
4.5;-33.41707549;-70.60393921;Las Condes
4;-33.41412662;-70.59975741;Las Condes
4;-33.41386035;-70.60220726;Las Condes
4;-33.4434109;-70.62598967;Providencia
4;-33.43160803;-70.61853786;Providencia
4;-33.38485387;-70.55394263;Vitacura
3.5;-33.43348466;-70.65243963;Santiago
4;-33.41640251;-70.60702322;Providencia
4;-33.40198478;-70.58031542;Las Condes
4;-33.41865649;-70.57152824;Las Condes
4;-33.44147679;-70.66517748;Santiago
4;-33.42333813;-70.61276064;Providencia
4;-33.40827781;-70.5660535;Las Condes
4;-33.44531515;-70.66577387;Santiago
4;-33.39735524;-70.5976065;Vitacura
4;-33.43867923;-70.6322542;Providencia
4;-33.40160004;-70.57900002;Las Condes
4;-33.40316112;-70.58915236;Vitacura
4;-33.43817739;-70.64775679;Santiago
4;-33.42378106;-70.61278772;Providencia
3;-33.43925904;-70.66477136;Santiago
4;-33.44723574;-70.63120388;Providencia
4;-33.44366424;-70.65316633;Santiago
4;-33.44612;-70.65897;Santiago
4;-33.43370009;-70.63449207;Providencia
4;-33.42034696;-70.60565885;Providencia
4;-33.37190054;-70.51093594;Las Condes
4;-33.44430982;-70.61438721;Providencia
4;-33.4180763;-70.60377232;Providencia
4;-33.4377356;-70.64098183;Santiago
4.5;-33.43171849;-70.64161234;Recoleta
4;-33.39862742;-70.59790869;Vitacura
4.5;-33.43083659;-70.63549904;Providencia
4.5;-33.44572056;-70.62523004;Providencia
4;-33.43995168;-70.64106779;Santiago
4;-33.42293937;-70.61222083;Providencia
4.5;-33.44550003;-70.6184139;Providencia
4;-33.41652523;-70.60261144;Las Condes
4;-33.44032381;-70.66814356;Santiago
4;-33.40198478;-70.58031542;Las Condes
3.5;-33.43378995;-70.63453998;Providencia
4.5;-33.43682207;-70.64582087;Santiago
4;-33.43705115;-70.64095301;Santiago
4;-33.39862742;-70.59790869;Vitacura
4;-33.43312973;-70.6344851;Providencia
4;-33.42085305;-70.59809654;Providencia
4;-33.44058596;-70.6224757;Providencia
4;-33.43876406;-70.63477085;Providencia
4;-33.43206203;-70.6359966;Recoleta
4;-33.44723574;-70.63120388;Providencia
4;-33.41426362;-70.59851464;Las Condes
4;-33.43899497;-70.63440603;Providencia
4;-33.41640251;-70.60702322;Providencia
4.5;-33.39951416;-70.57427564;Las Condes
4;-33.39362864;-70.54480342;Las Condes
4.5;-33.42227043;-70.61193815;Providencia
4;-33.42891219;-70.61931338;Providencia
3.5;-33.43995168;-70.64106779;Santiago
4;-33.45606482;-70.6636107;Santiago
4;-33.43092419;-70.61898523;Providencia
4;-33.42656249;-70.62343855;Providencia
4;-33.41127731;-70.57605506;Las Condes
4;-33.40825092;-70.56596062;Las Condes
4;-33.43815382;-70.63051919;Providencia
4;-33.39526217;-70.5973724;Vitacura
5;-33.44674124;-70.6249905;Providencia
3.5;-33.43886913;-70.64121191;Santiago
4;-33.41426362;-70.59851464;Las Condes
4.5;-33.43127216;-70.63821952;Recoleta
4.5;-33.4428209;-70.64686516;Santiago
4;-33.41640251;-70.60702322;Providencia
5;-33.41882531;-70.60441067;Providencia
4.5;-33.45570763;-70.5958838;Ñuñoa
4;-33.42324711;-70.61077634;Providencia
4.5;-33.43223839;-70.63990238;Recoleta
3;-33.43925904;-70.66477136;Santiago
4;-33.44723574;-70.63120388;Providencia
4;-33.38918885;-70.56876702;Vitacura
4;-33.4531648;-70.61900222;Ñuñoa
4;-33.44288789;-70.64900811;Santiago
4;-33.41640251;-70.60702322;Providencia
4.5;-33.43775673;-70.64455725;Santiago
4;-33.45511141;-70.59707207;Ñuñoa
5;-33.44494283;-70.64224419;Santiago
4;-33.41640251;-70.60702322;Providencia
4;-33.4373943;-70.64181558;Santiago
4;-33.40770067;-70.5649311;Las Condes
4;-33.4370413;-70.6409083;Santiago
4;-33.43998074;-70.62731924;Providencia
4;-33.38910785;-70.56861746;Vitacura
4;-33.44790852;-70.61655329;Providencia
4;-33.4338115;-70.62052824;Providencia
4;-33.41426362;-70.59851464;Las Condes
4;-33.43685995;-70.64097488;Santiago
4;-33.39990641;-70.5909328;Vitacura
5;-33.38805756;-70.55408148;Vitacura
4;-33.41191128;-70.57796762;Las Condes
4.5;-33.40545536;-70.56961613;Las Condes
4.5;-33.45327165;-70.61199652;Ñuñoa
4.5;-33.43266459;-70.63487299;Providencia
4.5;-33.43251834;-70.62987069;Providencia
4;-33.41426362;-70.59851464;Las Condes
3;-33.43925904;-70.66477136;Santiago
4;-33.43817075;-70.64851225;Santiago
4;-33.43682207;-70.64582087;Santiago
4;-33.43981275;-70.61920466;Providencia
4.5;-33.44163451;-70.63321876;Providencia
4;-33.45516353;-70.59471722;Ñuñoa
4;-33.44721602;-70.67338961;Santiago
4.5;-33.45817855;-70.611749;Ñuñoa
4;-33.43764893;-70.6158962;Providencia
4;-33.44097292;-70.66845232;Santiago
5;-33.44524133;-70.61639604;Providencia
3.5;-33.42430902;-70.6232615;Providencia
4;-33.44006107;-70.65596694;Santiago
4;-33.41326394;-70.5811052;Las Condes
4;-33.41472051;-70.60175949;Las Condes
4.5;-33.432993;-70.633332;Providencia
4;-33.43968498;-70.65224425;Santiago
4;-33.44076499;-70.62767964;Providencia
4;-33.42694924;-70.61866193;Providencia
4;-33.45364892;-70.5931366;Ñuñoa
4.5;-33.42049386;-70.60971358;Providencia
4;-33.44762552;-70.62331088;Providencia
4;-33.46171181;-70.58550302;Ñuñoa
4;-33.41426362;-70.59851464;Las Condes
4;-33.44723574;-70.63120388;Providencia
4;-33.40741582;-70.57122692;Las Condes
3.5;-33.43371877;-70.6345818;Providencia
4;-33.40198478;-70.58031542;Las Condes
4;-33.40045838;-70.59230567;Vitacura
4;-33.44122363;-70.67683121;Santiago
4;-33.39763424;-70.59764797;Vitacura
4;-33.41501809;-70.60203986;Las Condes
4;-33.45357351;-70.63052468;Santiago
4;-33.45046813;-70.62391156;Ñuñoa
4.5;-33.43306628;-70.63367537;Providencia
5;-33.42098097;-70.60670483;Providencia
4;-33.39782776;-70.59773452;Vitacura
4;-33.40981638;-70.57114816;Las Condes
4;-33.4391395;-70.6582357;Santiago
4.5;-33.44060051;-70.62996681;Providencia
3.5;-33.40183072;-70.59459589;Vitacura
4;-33.43916137;-70.64604864;Santiago
4;-33.4421537;-70.64980232;Santiago
4;-33.43682299;-70.59996228;Providencia
4;-33.43962759;-70.62071874;Providencia
5;-33.44044895;-70.63286277;Providencia
4;-33.42741678;-70.61812004;Providencia
4.5;-33.45308869;-70.62379187;Ñuñoa
4;-33.44239115;-70.62714785;Providencia
4;-33.43765396;-70.64345337;Santiago
4;-33.42054786;-70.60968658;Providencia
4.5;-33.4488979;-70.62429943;Ñuñoa
4;-33.41426362;-70.59851464;Las Condes
4;-33.44723574;-70.63120388;Providencia
4;-33.40797392;-70.56372514;Las Condes
4;-33.43923741;-70.65232493;Santiago
4;-33.42225306;-70.60895523;Providencia
4;-33.43039271;-70.636502;Recoleta
4.5;-33.43790812;-70.67447288;Santiago
3.5;-33.45029719;-70.63894795;Santiago
4.5;-33.43803;-70.63926;Santiago
4;-33.43828744;-70.6416425;Santiago
3.5;-33.40198478;-70.58031542;Las Condes
4;-33.44734356;-70.62402701;Providencia
4.5;-33.45552959;-70.60583521;Ñuñoa
4;-33.41976219;-70.60544005;Providencia
4.5;-33.45159159;-70.58514281;Ñuñoa
4;-33.42188769;-70.60849883;Providencia
4;-33.45362008;-70.59320346;Ñuñoa
4;-33.37685177;-70.55464787;Vitacura
4;-33.43250259;-70.63491102;Providencia
4.5;-33.3866581;-70.57612218;Vitacura
4;-33.44406627;-70.66794321;Santiago
4;-33.37320547;-70.51023091;Las Condes
4;-33.46376346;-70.5982569;Ñuñoa
4;-33.40581393;-70.59812817;Vitacura
4;-33.40160004;-70.57900002;Las Condes
4;-33.44723574;-70.63120388;Providencia
3;-33.43925904;-70.66477136;Santiago
4.5;-33.42756946;-70.61561804;Providencia
4;-33.40068682;-70.59916602;Vitacura
4.5;-33.42019182;-70.60378683;Providencia
4;-33.42069105;-70.60360296;Providencia
4;-33.4421506;-70.65233463;Santiago
4;-33.42656249;-70.62343855;Providencia
4;-33.38502502;-70.55630233;Vitacura
3.5;-33.40198478;-70.58031542;Las Condes
4.5;-33.38190903;-70.57974864;Vitacura
4;-33.42280534;-70.6123613;Providencia
4.5;-33.42656863;-70.62045392;Providencia
4;-33.43731939;-70.65130795;Santiago
3.5;-33.42904761;-70.62080224;Providencia
4.5;-33.43891879;-70.64110019;Santiago
4;-33.44625005;-70.6252055;Providencia
3.5;-33.43995168;-70.64106779;Santiago
4;-33.43001886;-70.57452863;Las Condes
4;-33.42864759;-70.64446169;Recoleta
5;-33.45313369;-70.62367037;Ñuñoa
4;-33.44137058;-70.66514489;Santiago
4;-33.40345105;-70.58823566;Vitacura
3.5;-33.43195619;-70.63430559;Providencia
4;-33.43535009;-70.6529584;Santiago
3;-33.43925904;-70.66477136;Santiago
4;-33.41426362;-70.59851464;Las Condes
4;-33.44326253;-70.66494355;Santiago
4;-33.44107037;-70.6749179;Santiago
4;-33.44253712;-70.60670749;Providencia
4.5;-33.38527679;-70.55535323;Vitacura
5;-33.44726274;-70.63140638;Providencia
4;-33.42079087;-70.60352297;Providencia
4.5;-33.45014045;-70.62490059;Ñuñoa
4;-33.43330689;-70.63586513;Recoleta
4;-33.42930402;-70.58751775;Providencia
4.5;-33.44814277;-70.63538815;Santiago
4;-33.42742414;-70.61886046;Providencia
4.5;-33.45313875;-70.57162168;Ñuñoa
4.5;-33.43286794;-70.64432136;Recoleta
4.5;-33.45313875;-70.57162168;Ñuñoa
3.5;-33.4381655;-70.64104255;Santiago
4.5;-33.43725871;-70.64335127;Santiago
4;-33.44511143;-70.62547949;Providencia
4;-33.41978816;-70.61026152;Providencia
4;-33.43497693;-70.61711242;Providencia
4;-33.43379878;-70.63569765;Providencia
5;-33.42139738;-70.61019892;Providencia
4;-33.40238394;-70.55566371;Las Condes
4.5;-33.42003715;-70.61004573;Providencia
4;-33.41692237;-70.56588828;Las Condes
4;-33.37383977;-70.51002064;Las Condes
4;-33.41707;-70.60738;Providencia
3;-33.43925904;-70.66477136;Santiago
4;-33.41426362;-70.59851464;Las Condes
4.5;-33.43664489;-70.64350604;Santiago
4;-33.42907134;-70.62023615;Providencia
4;-33.4197742;-70.60609653;Providencia
4.5;-33.4143865;-70.5527303;Las Condes
4.5;-33.41976076;-70.61046337;Providencia
4;-33.43800092;-70.64302994;Santiago
4.5;-33.41894739;-70.60718074;Providencia
4.5;-33.40358211;-70.58745445;Vitacura
4;-33.44931579;-70.6279822;Ñuñoa
4.5;-33.43461998;-70.62059999;Providencia
4;-33.44280737;-70.61479973;Providencia
4;-33.40107974;-70.59218653;Vitacura
4.5;-33.44272568;-70.59464126;Providencia
4;-33.41559412;-70.60144411;Las Condes
3.5;-33.4475613;-70.62475051;Providencia
3.5;-33.43326428;-70.63501662;Providencia
4;-33.41382684;-70.59484065;Las Condes
4;-33.43214791;-70.635457;Providencia
4;-33.43698001;-70.64844851;Santiago
4.5;-33.44237652;-70.67667203;Santiago
4;-33.44266867;-70.61505491;Providencia
4;-33.40402897;-70.5735891;Las Condes
4;-33.44960053;-70.64541622;Santiago
4;-33.44027683;-70.6566631;Santiago
4;-33.41426362;-70.59851464;Las Condes
3;-33.43925904;-70.66477136;Santiago
4;-33.40198478;-70.58031542;Las Condes
4;-33.44242793;-70.64975258;Santiago
4;-33.44497485;-70.64827275;Santiago
4;-33.43882931;-70.65392054;Santiago
4;-33.4321113;-70.63539479;Providencia
4;-33.43158259;-70.62166742;Providencia
4;-33.43546995;-70.62832993;Providencia
4;-33.42151739;-70.60946558;Providencia
3.5;-33.39854819;-70.58691682;Vitacura
4;-33.42392444;-70.61870733;Providencia
3.5;-33.43423906;-70.63442;Providencia
4;-33.42864224;-70.61726056;Providencia
3.5;-33.41640251;-70.60702322;Providencia
4;-33.44163451;-70.63321876;Providencia
4.5;-33.47435662;-70.64055586;Santiago
3.5;-33.40918289;-70.6016186;Las Condes
4;-33.47382734;-70.64072153;Santiago
4.5;-33.45316264;-70.62361285;Ñuñoa
4;-33.41903073;-70.60379304;Providencia
4.5;-33.43950114;-70.61355024;Providencia
4.5;-33.44214084;-70.65222367;Santiago
3.5;-33.43423906;-70.63442;Providencia
4;-33.41396889;-70.60095482;Las Condes
4;-33.43595534;-70.5941761;Providencia
4.5;-33.44406627;-70.66794321;Santiago
4.5;-33.43164869;-70.64933621;Recoleta
4.5;-33.40533206;-70.59768078;Vitacura
4;-33.44723574;-70.63120388;Providencia
4;-33.41426362;-70.59851464;Las Condes
4.5;-33.439005;-70.65879975;Santiago
3.5;-33.41568765;-70.59996424;Las Condes
4;-33.45520453;-70.59293088;Ñuñoa
4;-33.44389136;-70.66629285;Santiago
4.5;-33.44825306;-70.67177115;Santiago
4.5;-33.43937264;-70.64900756;Santiago
4;-33.44723574;-70.63120388;Providencia
4;-33.37361923;-70.51014222;Las Condes
4;-33.41402957;-70.60068966;Las Condes
4;-33.4385119;-70.64164691;Santiago
5;-33.44641724;-70.62509154;Providencia
4.5;-33.42161611;-70.60524277;Providencia
4.5;-33.43151731;-70.65042025;Recoleta
4;-33.42394887;-70.61023749;Providencia
4.5;-33.4315508;-70.64979983;Recoleta
4;-33.45652713;-70.60938139;Ñuñoa
4;-33.39356399;-70.56209301;Vitacura
3.5;-33.39841442;-70.58665287;Vitacura
4;-33.45375149;-70.593741;Ñuñoa
4;-33.43894192;-70.65622436;Santiago
4.5;-33.44013279;-70.62059385;Providencia
3.5;-33.43319;-70.65103;Santiago
4;-33.43677393;-70.65704494;Santiago
4;-33.41426362;-70.59851464;Las Condes
3;-33.43925904;-70.66477136;Santiago
4.5;-33.45065685;-70.6700736;Santiago
3.5;-33.44783063;-70.62467231;Providencia
4;-33.41269229;-70.56583873;Las Condes
4.5;-33.39785024;-70.59767947;Vitacura
3.5;-33.44275322;-70.65666226;Santiago
4.5;-33.44224558;-70.63489514;Santiago
4.5;-33.43187519;-70.63389609;Providencia
4.5;-33.42979807;-70.61869704;Providencia
4.5;-33.43975696;-70.63023359;Providencia
4;-33.43066777;-70.6226031;Providencia
3.5;-33.38897253;-70.54572948;Las Condes
3.5;-33.41462242;-70.59639441;Las Condes
4;-33.44236228;-70.64917705;Santiago
4;-33.4194406;-70.60734939;Providencia
4;-33.370676;-70.51029132;Las Condes
4;-33.44045837;-70.63269376;Providencia
4.5;-33.41745587;-70.61361855;Providencia
4;-33.45133997;-70.61283861;Ñuñoa
3.5;-33.40160004;-70.57900002;Las Condes
4;-33.43982844;-70.64117813;Santiago
4.5;-33.40986058;-70.57204302;Las Condes
4;-33.38897253;-70.54572948;Las Condes
4;-33.42225161;-70.60727033;Providencia
4.5;-33.4238569;-70.61461192;Providencia
4;-33.42765572;-70.62215781;Providencia
4;-33.44723574;-70.63120388;Providencia
4;-33.41426362;-70.59851464;Las Condes
4;-33.37955732;-70.5296999;Vitacura
